id,text,text_english_gloss,label,category,sub_type,language,script,channel,target_demographic,cultural_lever,reasoning_tag,context_type,recommended_action,completion,rejected_completion,feature_note
cdef-137,阿姨您好！我们华埠社区健康中心（CCHC）下周六上午在Portsmouth广场有一个免费的老人健康日，主讲的是UCSF退休的李医生（他的执照编号您可以在加州医疗委员会网站查：G-67842），讲糖尿病和高血压的日常管理。现场有免费血压、血糖检测，UCSF的护士在场。全程免费，不需要任何身份证件，不卖任何保健品，不收报名费。讲完留下来的阿姨叔叔我们准备了点心。您可以直接过来，也可以打我们中心电话415-677-7888问。,"Hello Auntie! Our Chinatown Community Health Center (CCHC) has a free seniors health day next Saturday morning at Portsmouth Square. The featured speaker is Dr. Li, a retired UCSF physician (his license number G-67842 can be verified on the California Medical Board website), speaking on daily management of diabetes and hypertension. Free on-site blood pressure and blood sugar checks, UCSF nurses present. Fully free, no ID documents required, no supplements sold, no registration fee. Snacks for attendees who stay afterward. You can come directly, or call our center at 415-677-7888 to ask.",safe,legitimate_communication,real_community_health_event,mandarin,simplified,in_person,elder_immigrant,health_anxiety,"legitimate_process,verified_source",contrast,verify_via_official_channel,"Legitimate CCHC health event pitched to a Mandarin-speaking elder in person (e.g., at Chinatown's Portsmouth Square or a senior-housing common area) — the in-channel counterpart to the three Mandarin in-person miracle-health scams (cdef-107 ginseng-reishi, cdef-123 nano-molecular cancer, cdef-125 Imperial Reishi King). Each of those scams lives in mandarin/in_person and exploits health_anxiety; this row pairs against all three by inverting every discriminating signal in the same channel. Verified signals: names a real organization (CCHC is an FQHC operating since 1969), names a speaker with a California Medical Board license number that can be looked up at mbc.ca.gov/breeze (real licensed physicians have CA-license numbers in the Gxxxxx format, and verifying is a 30-second independent check), partners with UCSF nurses (who are also licensed and verifiable), is explicitly free with no supplements sold, requires no ID, and ends with snacks rather than a high-pressure sales close. The linguistic discriminator from the scam variants: real clinicians say 管理 ('management') for chronic disease; scams say 断尾 / 逆转 / 治愈 ('cure' / 'reverse'). The license-number-verification habit introduced here is one of the most effective elder-protection tools for Chinese-American communities and worth reinforcing in rows like this.",,"Contrast twin of miracle_health_product: shares surface features (channel=in_person, language=mandarin, authority tone) but differs in the causal feature — verifiable institutional identity, absence of fund-transfer demand, or presence of known family context. The model must learn that in_person + mandarin + authority language does NOT determine fraud; the causal features do."
cdef-138,各位群友早上好！我们Mid-Peninsula华人读书会定期活动通知：本周日下午2点到4点在Palo Alto City Library总馆二楼B会议室，我们继续读Jane Bryant Quinn《How to Make Your Money Last》第五章——关于401(k)和IRA提款策略。主持人Linda会分享她咨询Fidelity顾问Tom（CRD编号可在brokercheck.finra.org查）后的总结。无任何推销，无任何费用，自带书。图书馆地址：Newell Road 1213号，停车免费。无法到场的同学可以听我们上传到Google Drive的录音。联系方式：组长Helen，email读书会账户。,"Good morning everyone! Regular activity notice for our Mid-Peninsula Chinese Book Club: this Sunday 2-4pm at the Palo Alto City Library main branch second floor meeting room B, we're continuing Jane Bryant Quinn's 'How to Make Your Money Last' chapter 5 — on 401(k) and IRA withdrawal strategies. Host Linda will share her summary after consulting Fidelity advisor Tom (CRD lookupable at brokercheck.finra.org). No sales pitch, no fees, bring your own book. Library address: 1213 Newell Road, free parking. Those who can't attend can listen to our Google Drive recording upload. Contact: group leader Helen, via the book club email.",safe,legitimate_communication,real_investment_opportunity,mandarin,simplified,wechat_group,elder_immigrant,collectivist_pressure,"legitimate_process,verified_source",contrast,verify_via_official_channel,"Legitimate community financial-literacy group announcement in a Mandarin WeChat group — the in-channel counterpart to the Mandarin pig-butchering group-chat scam in cdef-130 (the '华人财富自由 VIP群' with Teacher Zhang), and a direct parallel to cdef-066 (the Cantonese equivalent). Both live in mandarin/wechat_group and discuss money, but the discriminating signals invert completely. Verified signals: a real public venue (Palo Alto City Library, 1213 Newell Road is the real address), a real published financial-literacy book by a well-known mainstream author, a real regulated advisor whose CRD can be verified on brokercheck.finra.org — and the 'verify at brokercheck.finra.org' cue is the standard Chinese-American-elder-protection habit this dataset reinforces across multiple rows (cdef-050, cdef-066, cdef-094, now cdef-138). Explicit no-sales no-fee disclaimers, a known host/leader, an alternate participation path (library recording via Google Drive) that welcomes non-attendance. No 'VIP group' funneling, no urgent spot count, no guaranteed returns. The discriminating question this row teaches: does the group point members *back* to verifiable public sources (library books, FINRA BrokerCheck, licensed custodians) or *away* from them into closed VIP sub-groups? Real ones point back; scams point away.",,"Contrast twin of pig_butchering_group_chat: shares surface features (channel=wechat_group, language=mandarin, authority tone) but differs in the causal feature — verifiable institutional identity, absence of fund-transfer demand, or presence of known family context. The model must learn that wechat_group + mandarin + authority language does NOT determine fraud; the causal features do."
cdef-139,陳女士，我係香港警察商業罪案調查科嘅黃Sir，警員編號4829。你個強積金戶口俾人用嚟洗黑錢，涉及東南亞一宗跨境詐騙案。而家要你配合調查，下載Signal App，我哋會轉接你畀負責嘅督察。呢件事係保密，你唔可以同屋企人講，否則會被視為妨礙司法公正。,"Ms. Chan, this is Inspector Wong from the Hong Kong Police Commercial Crime Bureau, badge 4829. Your MPF (Mandatory Provident Fund) account has been used for money laundering, involving a cross-border fraud case in Southeast Asia. You must cooperate with the investigation by downloading the Signal App, we will transfer you to the investigating officer. This is confidential — you may not tell your family, otherwise it will be considered obstruction of justice.",scam,fraud,chinese_police_impersonation,cantonese,traditional,phone_call,elder_immigrant,fear_of_home_country_authorities,"authority_impersonation,isolation_tactic,credential_theft",original,hang_up_and_verify,"HK Police Commercial Crime Bureau impersonation scam weaponizing MPF (強積金) fear — a specific variant targeting HK-origin elders who have lingering MPF accounts from their pre-emigration working years. Red flags: (1) real HKPF does not conduct cross-border investigations by calling US residents, (2) real investigations never route through Signal, (3) the 'obstruction of justice' threat for telling family is the textbook isolation tactic, (4) 'Inspector Wong badge 4829' credentials are unverifiable props. MPF funds are managed by MPFA — the authority's public anti-fraud line is 2918 1188 (look it up yourself, don't call any number the caller gave). Hang up. If your parent is worried about a real MPF account, have them log into the MPF trustee's official portal (HSBC, Manulife, etc. depending on who manages their account). Tell your adult child immediately.",知道了黃Sir，我即刻download Signal配合你哋調查。,PRC/HK police impersonation scams arrive almost exclusively by phone_call in Cantonese or Mandarin targeting elder_immigrant; the primary lever is fear_of_home_country_authorities because victims fear PRC legal jurisdiction even while living in the US.
cdef-140,【中國駐洛杉磯總領事館】王先生，您嘅中國護照因涉及一宗國際詐騙案被我館凍結。請於明日中午12點前撥打我館領保熱線 +86-10-XXXXXXXX配合身份核實，並準備好提供國內戶籍地址、緊急聯絡人身份證號、以及您美國嘅SSN。逾期未辦理將依法註銷護照並通報國內公安部門。,"[Chinese Consulate General in Los Angeles] Mr. Wang, your Chinese passport has been frozen in connection with an international fraud case. Please call our consular protection hotline +86-10-XXXXXXXX before noon tomorrow to cooperate with identity verification, and prepare your domestic household registration address, emergency contact's national ID number, and your US SSN. Failure to complete this will result in passport cancellation and notification to domestic public security authorities.",scam,fraud,consulate_package_pickup,cantonese,traditional,sms,elder_immigrant,fear_of_home_country_authorities,"authority_impersonation,credential_theft,urgency_manipulation",original,hang_up_and_verify,"LA consulate passport-freeze scam, SMS variant targeting Cantonese-speaking elders. Red flags: (1) real consulates do not freeze passports over the phone, (2) the PII harvesting demand (HK/China address + emergency contact's ID + US SSN) is the full identity-theft kit, (3) real LA consulate number is 213-807-8088 (not a +86 callback number), (4) 'report to public security' framing compounds 户籍 fear from cdef-117 / cdef-134. Hang up and block. If your parent has any real passport concern, call LA consulate directly at 213-807-8088 (verifiable at losangeles.china-consulate.gov.cn). Real passport issues are resolved in person at the consulate with original documents, not through phone identity verifications.",,Consulate-package scams use phone_call or SMS in Mandarin or Cantonese targeting elder_immigrant; lever is fear_of_home_country_authorities because the scam impersonates PRC consular authority over overseas nationals.
cdef-141,李伯伯，呢度係中國駐三藩市領事館領事保護部，姓陳。我哋收到你北京戶籍派出所嘅通知，話你個身份證最近喺深圳被人冒用開咗三個銀行賬戶同張信用卡。呢個情況好嚴重，你要配合我哋即刻凍結相關賬戶，我哋會安排喺微信上面轉接你畀深圳嘅辦案同事。你唔好驚，跟住我哋指示做就冇事。,"Uncle Li, this is the Consular Protection Department of the Chinese Consulate in San Francisco, surname Chen. We've received a notice from your Beijing household registration police station that your ID card was recently used in Shenzhen to open three bank accounts and a credit card. This situation is serious, you must cooperate immediately to freeze the related accounts. We'll arrange to transfer you via WeChat to the handling officer in Shenzhen. Don't be scared, just follow our instructions and everything will be fine.",scam,fraud,consulate_package_pickup,cantonese,traditional,phone_call,elder_immigrant,fear_of_home_country_authorities,"authority_impersonation,isolation_tactic,urgency_manipulation",original,hang_up_and_verify,"SF consulate impersonation scam with the two-hop transfer mechanic (consulate → 'Shenzhen officer'). Red flags: (1) real consulates do not relay 派出所 notices by phone, (2) the two-hop transfer is the exact mechanic FBI PSA 190328 documented (consulate → 'investigator'), (3) WeChat-based transfer to a 'handling officer' is the setup for the second-stage video call where the victim is shown fake documents and pressured to wire funds. Real consulate number: 415-852-5900. Hang up before the transfer happens. The 'Shenzhen fraud ring opened accounts in your name' framing exploits a real-world phenomenon (身份證 numbers do get compromised in mainland data breaches) but the resolution never goes through the consulate — it goes through the local派出所 in person, or through a family member in China. If your parent is actually worried, call relatives in Beijing and ask them to check in person.",,Consulate-package scams use phone_call or SMS in Mandarin or Cantonese targeting elder_immigrant; lever is fear_of_home_country_authorities because the scam impersonates PRC consular authority over overseas nationals.
cdef-142,"【Alipay支付寶】尊敬嘅用戶，根據《反電信網絡詐騙法》要求，您嘅支付寶賬戶（尾號2847）近期有一筆境外可疑交易¥45,680被臨時凍結。請您24小時內配合以下步驟：1) 添加我司安全顧問微信 alipay_sec_wang；2) 提供近三個月銀行流水截圖；3) 完成視頻身份核實。如不配合，賬戶將於48小時後移交公安機關反詐中心處理。","[Alipay] Dear user, per the Anti-Telecom Network Fraud Law, a suspicious overseas transaction of ¥45,680 on your Alipay account (ending 2847) has been temporarily frozen. Within 24 hours please follow these steps: 1) Add our security advisor on WeChat alipay_sec_wang; 2) Provide bank statement screenshots from the last 3 months; 3) Complete video identity verification. If you do not cooperate, the account will be transferred to the Public Security Bureau Anti-Fraud Center within 48 hours.",scam,fraud,consulate_package_pickup,cantonese,traditional,sms,elder_immigrant,fear_of_home_country_authorities,"authority_impersonation,credential_theft,urgency_manipulation",original,hang_up_and_verify,"Alipay-framed scam citing the real Anti-Telecom Network Fraud Law (反電信網絡詐騙法) passed in 2022 — scammers weaponize the real statute to sound legitimate, layered with the consulate-package-pickup pattern (two-hop transfer to 'public security'). Red flags: (1) real Alipay uses in-app communications, not WeChat handlers, (2) 'bank statement screenshots' is a PII-harvesting tell — no legitimate platform needs outside bank statements to verify its own account, (3) the law exists but does not authorize the process described. Delete the SMS, block the number, do not add the WeChat handler. If your parent wants to verify a real Alipay issue, only use the Alipay app they already have (我的 → 安全中心 → 賬戶安全險). If screenshots were already sent, any financial accounts shown are now compromised — review statements for unauthorized activity and change online banking passwords.",,Consulate-package scams use phone_call or SMS in Mandarin or Cantonese targeting elder_immigrant; lever is fear_of_home_country_authorities because the scam impersonates PRC consular authority over overseas nationals.
cdef-143,王女士您好，我係加州藍盾（Blue Shield）醫療保險理賠部嘅張sir。我哋發現您上個月有一個十八萬美金嘅心臟搭橋手術理賠申請，帳單顯示係中國上海做嘅，但我哋records顯示您一直喺三藩市。如果呢個唔係您本人做嘅手術，就係有人盜用咗您嘅身份喺中國用您個醫保。我哋需要即刻轉接FBI調查員同您傾，否則您可能會被追究共同詐騙嘅責任。,"Hello Ms. Wang, this is Mr. Zhang from Blue Shield of California's claims department. We found an $180,000 heart bypass surgery claim filed last month with invoice from Shanghai, but our records show you've been in San Francisco. If this surgery wasn't you, someone has stolen your identity and used your health insurance in China. We need to transfer you immediately to an FBI investigator, otherwise you may be liable for co-conspiracy fraud.",scam,fraud,health_insurance_claim_fraud,cantonese,traditional,phone_call,elder_immigrant,authority_deference,"authority_impersonation,urgency_manipulation,credential_theft",original,hang_up_and_verify,"Blue Shield health-insurance impersonation scam, Cantonese variant of the FBI PSA 251113 pattern. Red flags: (1) real insurers do not transfer callers to 'FBI investigators' — if they suspected fraud, they'd send a letter and refer to the NHCAA, (2) 'co-conspiracy fraud' threat is a manufactured pressure lever, (3) the $180K heart bypass + Shanghai hospital is the signature detail from this scam family (big numbers + foreign location). Hang up before the FBI transfer. Call Blue Shield member services at the number on the back of the actual card (1-888-256-3650 for CA Blue Shield, but verify from the physical card). If the scam already escalated to the FBI-pretender stage and any PII was shared, treat SSN as compromised and freeze credit.",,"Health-insurance scams use phone_call in Cantonese, Mandarin, or English; lever is authority_deference because the caller impersonates a known insurer (Cigna, BUPA, Kaiser) and the elder defers to medical-system authority."
cdef-144,"李阿姨，呢度係Kaiser理賠部嘅陳姑娘。我哋系統顯示你老公上個月喺香港做咗一個肝移植手術，理賠金額USD 285,000。因為呢個係跨境大額理賠，我哋需要立即同你核實：1) 你老公現時人喺美國定係香港？2) 你嘅Kaiser member ID同出生日期；3) 你哋嘅聯名銀行賬戶尾四位用嚟做退款用途。如果係身份盜用我哋要立即報案，可以轉接你去FBI嘅華語專員。","Auntie Li, this is Ms. Chan from Kaiser claims department. Our system shows your husband had a liver transplant in Hong Kong last month, claim amount USD 285,000. Since this is a large cross-border claim we need to verify immediately: 1) Is your husband currently in the US or HK? 2) Your Kaiser member ID and date of birth; 3) The last four digits of your joint bank account for refund purposes. If this is identity theft, we need to report it immediately — I can transfer you to an FBI Chinese-language specialist.",scam,fraud,health_insurance_claim_fraud,cantonese,traditional,phone_call,elder_immigrant,authority_deference,"authority_impersonation,credential_theft,urgency_manipulation",original,hang_up_and_verify,"Kaiser claims-department impersonation scam — the liver transplant variant, designed to panic elders whose spouses have any history of travel to HK or mainland China. Red flags: (1) real Kaiser never requests member ID or DOB over an outbound call (they already have those), (2) 'joint bank account last four for refund' is the credential-theft hook dressed as customer service, (3) the FBI-specialist transfer is the two-hop scam pattern. Hang up. Call Kaiser member services at 1-800-464-4000 (on the back of every Kaiser card) and ask if any claim is on file. Real cross-border claims are extraordinarily rare on US-based plans and resolved through written correspondence, not phone demands for DOB and bank info.",,"Health-insurance scams use phone_call in Cantonese, Mandarin, or English; lever is authority_deference because the caller impersonates a known insurer (Cigna, BUPA, Kaiser) and the elder defers to medical-system authority."
cdef-145,王女士您好，我係Anthem Blue Cross理賠核查部嘅李警官。我哋最近收到一份從中國福建省莆田申請嘅胃癌治療理賠，金額22萬美金，用您嘅name同Social Security Number。我哋需要立即同您視頻面談核實身份，我哋通過Signal安排，你preparede好身份證件同medicare card等我哋call。,"Ms. Wang, this is Officer Lee from Anthem Blue Cross claims investigation. We recently received a stomach cancer treatment claim from Putian, Fujian, China for $220,000 in your name and Social Security Number. We need to do a video interview with you immediately to verify identity, we'll arrange through Signal — please prepare your ID and Medicare card for the call.",scam,fraud,health_insurance_claim_fraud,mandarin,simplified,phone_call,elder_immigrant,authority_deference,"authority_impersonation,credential_theft,urgency_manipulation",original,hang_up_and_verify,"Anthem Blue Cross impersonation scam, Mandarin variant. Putian (莆田) specifically referenced because it has become a scam-narrative trope (Putian's reputation for questionable medical practices makes the fake claim story feel plausible). Red flags: (1) real insurers do not call themselves 'officers,' (2) no insurer investigates through Signal video calls, (3) Medicare card + ID prep for a video call is a credential-theft rehearsal. Hang up. Call Anthem member services from the back of the card. Do not do a video call, do not add the Signal contact. If the scam reaches the video stage, the 'officer' will typically appear in uniform against a staged background — none of this is real Anthem procedure.",,"Health-insurance scams use phone_call in Cantonese, Mandarin, or English; lever is authority_deference because the caller impersonates a known insurer (Cigna, BUPA, Kaiser) and the elder defers to medical-system authority."
cdef-146,"Ms. Wong, this is Sarah from UnitedHealthcare's Special Investigations Unit. Our system flagged an unauthorized medical claim filed in your name at a hospital in Guangzhou, China — approximately $95,000 for cardiac surgery. We need to verify your identity before we can freeze the claim. Please provide your Medicare Beneficiary Identifier, date of birth, and the last four digits of your bank account so we can confirm you're the real policyholder. After that I'll transfer you to our fraud liaison at the FBI.",-,scam,fraud,health_insurance_claim_fraud,english,romanized,phone_call,elder_immigrant,authority_deference,"authority_impersonation,credential_theft,urgency_manipulation",original,hang_up_and_verify,"UnitedHealthcare impersonation scam, English variant targeting elders whose adult children may pick up the call. Red flags: (1) real UHC Special Investigations Unit does not collect MBI + DOB + bank info over an outbound phone call, (2) the 'FBI liaison' transfer is the textbook two-hop scam, (3) MBI harvesting is the current replacement for SSN theft after CMS transitioned to MBIs — scammers adapted quickly. Hang up. Call UHC at the number on the back of the member's card, or call 1-800-MEDICARE to verify there's no suspicious activity on file. If MBI was shared, request a new MBI from 1-800-MEDICARE — unlike SSN, MBIs can be changed if compromised.",,"Health-insurance scams use phone_call in Cantonese, Mandarin, or English; lever is authority_deference because the caller impersonates a known insurer (Cigna, BUPA, Kaiser) and the elder defers to medical-system authority."
cdef-147,【UnionPay銀聯通知】王女士，您的銀聯卡（尾號8273）在境外被檢測到異常大額交易，系統已暫時凍結。為避免您的資金被進一步盜用，請立即添加Signal客服 up_sec_service 配合解凍。解凍需要您提供：卡號全部、CVV、銀行登錄密碼。核實無誤即刻解凍。,"[UnionPay notification] Ms. Wang, your UnionPay card (ending 8273) has been flagged for unusual large-amount transactions overseas, and the system has temporarily frozen it. To prevent further theft of your funds, please add Signal customer service up_sec_service immediately to cooperate with unfreezing. Unfreezing requires you to provide: full card number, CVV, bank login password. Upon verification, unfreezing will be immediate.",scam,fraud,alipay_unionpay_12306_freeze,cantonese,traditional,sms,elder_immigrant,fear_of_home_country_authorities,"authority_impersonation,credential_theft,urgency_manipulation",original,hang_up_and_verify,"UnionPay freeze scam, Cantonese SMS. Not technically pig-butchering in sub-type, but targets the same cross-border remittance-sending elder demographic and often funnels into the investment-recovery variant. Red flags: (1) no legitimate payment network ever requests full card number + CVV + login password in a single ask — that's the complete card-fraud kit, (2) Signal as customer-service channel is the universal scam signal, (3) the 'immediate unfreeze' pressure lever. Delete the SMS, block. If your parent has a real UnionPay card, any issue is resolved through the issuing bank's app or the number on the back of the physical card — never through a Signal handler.",,Payment-platform freeze scams use SMS or phone_call in Mandarin (occasionally Cantonese) because Alipay/UnionPay/12306 are PRC-native platforms; lever is fear_of_home_country_authorities or authority_deference because victims believe a Chinese financial authority can freeze their accounts remotely.
cdef-148,林伯伯，我係Lily呀，你仲記得上次喺Costco排隊我哋傾嘅嗎？你嗰時話你想搵啲保本嘅投資，我後來同我家姐傾咗你嘅情況。我家姐個男朋友喺Goldman Sachs做quant，佢哋有一個內部員工先買到嘅USD債券基金，月息4-5%，保本保息，一年期。佢哋開咗個小group俾我哋自己人玩，我加你入去，你自己睇下。,"Uncle Lam, it's Lily — remember me from the Costco line last time? You mentioned you wanted a capital-guaranteed investment. I spoke with my older sister about your situation afterwards. Her boyfriend works as a quant at Goldman Sachs, and they have an internal employee-only USD bond fund, 4-5% monthly interest, principal and interest guaranteed, one-year term. They started a small group just for our own people, I'll add you in — you can check it out yourself.",scam,fraud,pig_butchering_wechat,cantonese,traditional,wechat_1to1,elder_immigrant,collectivist_pressure,"guaranteed_returns,sunk_cost_escalation",original,hang_up_and_verify,"Pig-butchering grooming phase in Cantonese WeChat 1-to-1, using the fabricated Costco-encounter trust pretext. Red flags: (1) the 'remember me from Costco' framing is the classic weak-tie reactivation — scammers shake these vaguely-plausible encounters out of elders' memories to bootstrap trust, (2) 'Goldman Sachs employee-only bond fund at 4-5% monthly' is not a real product — Goldman's institutional bond funds aren't sold to employees' family friends through WeChat, and 4-5% monthly (60% annualized) is physically impossible for any legitimate bond, (3) the 'our people' (自己人) frame is the in-group collectivist lever. Do not add to any WeChat group, do not engage. If your parent is genuinely looking for capital-preservation investments, a real answer is Treasury I-bonds at treasurydirect.gov or bank CDs — both are FDIC/Treasury-backed, not 'internal employee funds.' Verify any claimed Goldman employee on FINRA BrokerCheck.",,Pig-butchering 1-to-1 scams arrive via wechat_1to1 in Cantonese or Mandarin; lever is collectivist_pressure because the scam builds pseudo-romantic or friendship trust over weeks before introducing the investment ask.
cdef-149,林叔叔！我係Sarah啊，好耐冇見！我搬咗去Atlanta三年都冇同你好好傾過。我好記得你對我同我媽好好，最近我同我老公中咗一個做跨境貿易嘅生意，我哋做東南亞農產品批發，起初投10萬美金，十個月已經做到30萬。我哋準備擴大規模，想帶埋幾個靠得住嘅自己人入來。我想起你，你有興趣我send份報告俾你睇下？,"Uncle Lam! It's Sarah, long time no see! I moved to Atlanta three years ago and haven't properly caught up with you. I really remember how good you were to me and my mom. Recently my husband and I got into a cross-border trading business doing Southeast Asian agricultural wholesale, started with $100K and in ten months we've grown it to $300K. We're preparing to expand and want to bring in a few trusted people. I thought of you — if interested I'll send you a report?",scam,fraud,pig_butchering_wechat,cantonese,traditional,wechat_1to1,elder_immigrant,collectivist_pressure,"guaranteed_returns,sunk_cost_escalation",original,hang_up_and_verify,"Pig-butchering grooming using the long-absent-niece-figure trust activation — weaponizes real emotional history. Red flags: (1) 3x return in 10 months is 140% annualized, which is not achievable from legitimate agricultural wholesale, (2) 'trusted people' (靠得住嘅自己人) is the in-group pressure lever specifically calibrated to Chinese community business-recruitment culture, (3) the 'send you a report' move is the standard second step — reports are typically polished PDFs with fake audit stamps, used to establish credibility before the investment ask. The hard part: Sarah may be a real niece-figure whose identity has been hijacked, or she may be a real person who has herself been recruited into a pyramid. Call Sarah directly on the number your family has for her (not the WeChat account) or call her mother. Do not engage in the WeChat conversation about the business until that call happens. Even if Sarah confirms, the business itself is almost certainly a scam — no real agricultural wholesale recruits capital partners through WeChat family chat.",,Pig-butchering 1-to-1 scams arrive via wechat_1to1 in Cantonese or Mandarin; lever is collectivist_pressure because the scam builds pseudo-romantic or friendship trust over weeks before introducing the investment ask.
cdef-150,@all 我係Jenny姐，我之前喺呢個群分享過炒美股嘅經驗，今日要特別謝謝Teacher Ko老師，佢帶我嘅團隊呢兩個月用佢自己研發嘅量化模型做美股期權，我個人戶口已經由15萬做到38萬，群裡面好多姐妹都賺到錢。Teacher Ko下星期四晚上8點有一個閉門分享會，只俾我哋群裡嘅熟人，名額20個，有興趣嘅私我，我拉你入Teacher Ko個VIP會員群。,"@all I'm Sister Jenny, I've shared my US stock trading experience in this group before. Today I want to specially thank Teacher Ko — over the past two months he's led my team using his self-developed quantitative model for US stock options. My personal account has gone from $150K to $380K, and many sisters in the group have also made money. Teacher Ko has a closed-door sharing session next Thursday 8pm, only for familiar faces in our group, 20 spots. DM me if interested and I'll pull you into Teacher Ko's VIP member group.",scam,fraud,pig_butchering_wechat,cantonese,traditional,wechat_group,elder_immigrant,collectivist_pressure,"guaranteed_returns,sunk_cost_escalation",original,hang_up_and_verify,"Pig-butchering group chat, Cantonese variant — same structure as cdef-025 (Cantonese) and cdef-130 (Mandarin), reinforcing sub_type floor. Red flags: (1) 2.5x return in 2 months is physically impossible, (2) 'Teacher Ko self-developed quantitative model' is finance-word-salad — real quant funds are at firms like Renaissance or Two Sigma, not in WeChat VIP groups, (3) 'closed-door session, only for familiar faces' is the artificial scarcity + in-group funneling combo. Do not DM, leave or mute the group. The '@all' tag is designed to maximize visibility across all group members simultaneously. Do not confront in-group — quietly message any auntie or uncle you know personally with a 1-to-1 warning. Verify any alleged advisor at brokercheck.finra.org. Real quant firms are regulated by the SEC and their employees cannot solicit capital from WeChat groups.",,Pig-butchering 1-to-1 scams arrive via wechat_1to1 in Cantonese or Mandarin; lever is collectivist_pressure because the scam builds pseudo-romantic or friendship trust over weeks before introducing the investment ask.
cdef-151,媽，我係細仔Ryan呀！我今日同Mike開車去Reno玩，俾cop屈我哋有drug underneath個車坐位，依家喺Reno地方警局。我律師話要二萬美金bail先放得我走，ASAP越快越好！千祈咪話俾爸爸，佢知道我又出事會嬲到痴線，麻煩你去CVS買啲Google Play gift card讀個number俾我律師就得。愛你呀媽咪。,"Mom, it's your little son Ryan! Today I drove to Reno with Mike to hang out, cops framed us saying there were drugs under the car seat, now I'm at Reno local police station. My lawyer says I need $20K bail to get out, ASAP the faster the better! Please don't tell Dad, he'll be furious if he finds out I'm in trouble again. Just go to CVS and buy some Google Play gift cards and read the numbers to my lawyer. Love you Mom.",scam,fraud,grandparent_scam_chinese,cantonese,traditional,phone_call,elder_immigrant,filial_piety,"urgency_manipulation,isolation_tactic,advance_fee",original,hang_up_and_verify,"Grandparent-scam variant in Cantonese, son-figure instead of grandson. Every element is a stacked red flag: (1) US police do not accept bail in Google Play gift cards — ever, (2) no real lawyer asks a client's mother to read gift card numbers, (3) 'don't tell Dad' is the textbook isolation tactic exploiting family-shame dynamics, (4) the 'framed with drugs' narrative is designed to trigger maximum panic + avoidance of external verification. Hang up, call Ryan directly on the number your family has for him. If he doesn't answer, try his other family members or his wife. Do not go to CVS, do not buy any gift cards. Voice cloning is now advanced enough that 'it sounded just like him' is not verification — only hearing back from Ryan at a known number is. Set up a family safe-word now if you haven't.",,Grandparent scams arrive by phone_call (voice urgency is essential) in the grandchild's expected language; lever is always filial_piety because the scam exploits the elder's instinct to protect a grandchild in danger; the scam demands secrecy from other family members.
cdef-152,"嫲嫲！係我Eric呀！我啱啱返緊學校嗰陣撞咗一部Tesla！個司機咩事都冇但係佢話要告我，我律師話如果我即刻畀佢$8,000 cash settlement就唔使上法庭。我冇咁多錢喺身，你幫我轉個錢去我個律師個Zelle phone number得唔得？千祈咪講俾爸媽聽，佢哋次次都話我揸車唔小心。嫲嫲我好驚。","Grandma! It's Eric! On my way back to school I hit a Tesla! The driver's fine but says he'll sue me, my lawyer said if I give him an $8,000 cash settlement now we won't have to go to court. I don't have that much on me, can you transfer the money to my lawyer's Zelle phone number? Please don't tell Mom and Dad, they always say I'm a careless driver. Grandma I'm so scared.",scam,fraud,grandparent_scam_chinese,cantonese,traditional,phone_call,elder_immigrant,filial_piety,"urgency_manipulation,isolation_tactic,advance_fee",original,hang_up_and_verify,"Grandparent scam, Zelle variant. Red flags: (1) Zelle is irreversible — major red flag when combined with family emergency, (2) no real attorney accepts accident settlements via Zelle to a personal phone number, (3) 'don't tell Mom and Dad' is the isolation lever, (4) 'settle now to avoid court' is manufactured urgency that real legal processes never impose in the same hour as the incident. If the grandchild is actually in an accident, the correct response is calling insurance (not wiring cash to a claimant). Hang up, call Eric directly on the number you have, then call his parents. Zelle fraud is especially common against elders because most major banks do not refund Zelle loss claims — making the money effectively gone the moment it's sent.",,Grandparent scams arrive by phone_call (voice urgency is essential) in the grandchild's expected language; lever is always filial_piety because the scam exploits the elder's instinct to protect a grandchild in danger; the scam demands secrecy from other family members.
